250	5.6
251	5.6
252	5.6
253	5.6
254	5.6
255	5.6
256	5.5
257	5.5
258	5.5
259	5.5
260	5.5
261	5.5
262	5.5
263	5.5
264	5.4
265	5.4
266	5.4
267	5.4
268	5.4
269	5.4
270	5.4
271	5.4
272	5.4
273	5.4
274	5.4
275	5.4
276	5.4
277	5.4
278	5.3
279	5.3
280	5.3
281	5.3
282	5.3
283	5.3
284	5.3
285	5.3
286	5.3
287	5.3
288	5.3
289	5.3
290	5.3
291	5.3
292	5.3
293	5.3
294	5.2
295	5.2
296	5.2
297	5.2
298	5.2
299	5.2
300	5.2
301	5.2
302	5.2
303	5.2
304	5.2
305	5.2
306	5.2
307	5.2
308	5.2
309	5.2
310	5.2
311	5.2
312	5.2
313	5.2
314	5.2
315	5.2
316	5.2
317	5.2
318	5.2
319	5.1
320	5.1
321	5.1
322	5.1
323	5.1
324	5.1
325	5.1
326	5.1
327	5.1
328	5.1
329	5.1
330	5.1
331	5.1
332	5.1
333	5.1
334	5.1
335	5.1
336	5.1
337	5.1
338	5.1
339	5.1
340	5.1
341	5.1
342	5.1
343	5.1
344	5.1
345	5.1
346	5.1
347	5.1
348	5.1
349	5.1
350	5.1
351	5.1
352	5.1
353	5.1
354	5.1
355	5.1
356	5.1
357	5.1
358	5.1
359	5.1
360	5.1
361	5.1
362	5.1
363	5.1
364	5.1
365	5.1
366	5.1
367	5.1
368	5.1
369	5.1
370	5.1
371	5.1
372	5.1
373	5.1
374	5.1
375	5.1
376	5.1
377	5.1
378	5.1
379	5.1
380	5.1
381	5.1
382	5.1
383	5.1
384	5.1
385	5.1
386	5.1
387	5.1
388	5.1
389	5.1
390	5.1
391	5.1
392	5.1
393	5.1
394	5.1
395	5.1
396	5.1
397	5.1
398	5.1
399	5.1
400	5.1
401	5.1
402	5.1
403	5.1
404	5.1
405	5.1
406	5.1
407	5.1
408	5.1
409	5.1
410	5.1
411	5.1
412	5.1
413	5.1
414	5.1
415	5.1
416	5.1
417	5.1
418	5.1
419	5.1
420	5.1
421	5.1
422	5.1
423	5.1
424	5.1
425	5.1
426	5.1
427	5.1
428	5.1
429	5.1
430	5.1
431	5.1
432	5.1
433	5.1
434	5.1
435	5.1
436	5.1
437	5.1
438	5.1
439	5.1
440	5.1
441	5.1
442	5.1
443	5.1
444	5.1
445	5.1
446	5.1
447	5.1
448	5.1
449	5.1
450	5.1
451	5.1
452	5.1
453	5.1
454	5.1
455	5.1
456	5.1
457	5.1
458	5.1
459	5.1
460	5.1
461	5.1
462	5.1
463	5.1
464	5.1
465	5.1
466	5.2
467	5.2
468	5.2
469	5.2
470	5.2
471	5.2
472	5.2
473	5.2
474	5.2
475	5.2
476	5.2
477	5.2
478	5.2
479	5.2
480	5.2
481	5.2
482	5.2
483	5.2
484	5.2
485	5.2
486	5.2
487	5.2
488	5.2
489	5.2
490	5.2
491	5.2
492	5.2
493	5.2
494	5.2
495	5.2
496	5.2
497	5.2
498	5.2
499	5.2
500	5.2
501	5.2
502	5.2
503	5.2
504	5.2
505	5.2
506	5.2
507	5.2
508	5.2
509	5.2
510	5.2
511	5.2
512	5.2
513	5.2
514	5.2
515	5.2
516	5.2
517	5.3
518	5.3
519	5.3
520	5.3
521	5.3
522	5.3
523	5.3
524	5.3
525	5.3
526	5.3
527	5.3
528	5.3
529	5.3
530	5.3
531	5.3
532	5.3
533	5.3
534	5.3
535	5.3
536	5.3
537	5.3
538	5.3
539	5.3
540	5.3
541	5.3
542	5.3
543	5.3
544	5.3
545	5.3
546	5.3
547	5.3
548	5.3
549	5.3
550	5.3
551	5.3
552	5.3
553	5.3
554	5.3
555	5.3
556	5.3
557	5.3
558	5.3
559	5.3
560	5.3
561	5.3
562	5.3
563	5.4
564	5.4
565	5.4
566	5.4
567	5.4
568	5.4
569	5.4
570	5.4
571	5.4
572	5.4
573	5.4
574	5.4
575	5.4
576	5.4
577	5.4
578	5.4
579	5.4
580	5.4
581	5.4
582	5.4
583	5.4
584	5.4
585	5.4
586	5.4
587	5.4
588	5.4
589	5.4
590	5.4
591	5.4
592	5.4
593	5.4
594	5.4
595	5.4
596	5.4
597	5.4
598	5.4
599	5.4
600	5.4
601	5.4
602	5.4
603	5.4
604	5.5
605	5.5
606	5.5
607	5.5
608	5.5
609	5.5
610	5.5
611	5.5
612	5.5
613	5.5
614	5.5
615	5.5
616	5.5
617	5.5
618	5.5
619	5.5
620	5.5
621	5.5
622	5.5
623	5.5
624	5.5
625	5.5
626	5.5
627	5.5
628	5.5
629	5.5
630	5.5
631	5.5
632	5.5
633	5.5
634	5.5
635	5.5
636	5.5
637	5.5
638	5.5
639	5.5
640	5.5
641	5.5
642	5.5
643	5.5
644	5.6
645	5.6
646	5.6
647	5.6
648	5.6
649	5.6
650	5.6
651	5.6
652	5.6
653	5.6
654	5.6
655	5.6
656	5.6
657	5.6
658	5.6
659	5.6
660	5.6
661	5.6
662	5.6
663	5.6
664	5.6
665	5.6
666	5.6
667	5.6
668	5.6
669	5.6
670	5.6
671	5.6
672	5.6
673	5.6
674	5.6
675	5.6
676	5.6
677	5.6
678	5.6
679	5.6
680	5.7
681	5.7
682	5.7
683	5.7
684	5.7
685	5.7
686	5.7
687	5.7
688	5.7
689	5.7
690	5.7
691	5.7
692	5.7
693	5.7
694	5.7
695	5.7
696	5.7
697	5.7
698	5.7
699	5.7
700	5.7
701	5.7
702	5.7
703	5.7
704	5.7
705	5.7
706	5.7
707	5.7
708	5.7
709	5.7
710	5.7
711	5.7
712	5.7
713	5.7
714	5.7
715	5.7
716	5.7
717	5.8
718	5.8
719	5.8
720	5.8
721	5.8
722	5.8
723	5.8
724	5.8
725	5.8
726	5.8
727	5.8
728	5.8
729	5.8
730	5.8
731	5.8
732	5.8
733	5.8
734	5.8
735	5.8
736	5.8
737	5.8
738	5.8
739	5.8
740	5.8
741	5.8
742	5.8
743	5.8
744	5.8
745	5.8
746	5.8
747	5.8
748	5.8
749	5.8
750	5.8
751	5.9
752	5.9
753	5.9
754	5.9
755	5.9
756	5.9
757	5.9
758	5.9
759	5.9
760	5.9
761	5.9
762	5.9
763	5.9
764	5.9
765	5.9
766	5.9
767	5.9
768	5.9
769	5.9
770	5.9
771	5.9
772	5.9
773	5.9
774	5.9
775	5.9
776	5.9
777	5.9
778	5.9
779	5.9
780	5.9
781	5.9
782	5.9
783	5.9
784	5.9
785	6
786	6
787	6
788	6
789	6
790	6
791	6
792	6
793	6
794	6
795	6
796	6
797	6
798	6
799	6
800	6
801	6
802	6
803	6
804	6
805	6
806	6
807	6
808	6
809	6
810	6
811	6
812	6
813	6
814	6
815	6
816	6.1
817	6.1
818	6
819	6.1
820	6.1
821	6.1
822	6.1
823	6.1
824	6.1
825	6.1
826	6.1
827	6.1
828	6.1
829	6.1
830	6.1
831	6.1
832	6.1
833	6.1
834	6.1
835	6.1
836	6.1
837	6.1
838	6.1
839	6.1
840	6.1
841	6.2
842	6.2
843	6.2
844	6.2
845	6.2
846	6.2
847	6.2
848	6.2
849	6.2
850	6.2
851	6.2
852	6.2
853	6.2
854	6.2
855	6.2
856	6.2
857	6.2
858	6.2
859	6.2
860	6.3
861	6.6
862	6.6
863	6.5
864	6.5
865	6.5
866	6.5
867	6.6
868	6.6
869	6.6
870	6.6
871	6.6
872	6.6
873	6.7
874	6.6
875	6.6
876	6.6
877	6.6
878	6.6
879	6.7
880	6.6
881	6.6
882	6.6
883	6.6
884	6.7
885	6.6
886	6.6
887	6.6
888	6.6
889	6.6
890	6.6
891	6.6
892	6.6
893	6.6
894	6.6
895	6.6
896	6.6
897	6.7
898	6.6
899	6.6
900	6.6
901	6.6
902	6.6
903	6.6
904	6.6
905	6.6
906	6.6
907	6.6
908	6.6
909	6.6
910	6.6
911	6.6
912	6.6
913	6.6
914	6.7
915	6.6
916	6.6
917	6.6
918	6.6
919	6.6
920	6.7
921	6.6
922	6.6
923	6.6
924	6.6
925	6.6
926	6.7
927	6.6
928	6.6
929	6.6
930	6.6
931	6.6
932	6.6
933	6.6
934	6.6
935	6.6
936	6.7
937	6.7
938	6.7
939	6.7
940	6.7
941	6.6
942	6.7
943	6.7
944	6.7
945	6.7
946	6.7
947	6.7
948	6.7
949	6.7
950	6.7
951	6.7
952	6.7
953	6.7
954	6.7
955	6.7
956	6.7
957	6.7
958	6.7
959	6.7
960	6.7
961	6.7
962	6.7
963	6.7
964	6.7
965	6.7
966	6.7
967	6.7
968	6.7
969	6.7
970	6.7
971	6.7
972	6.7
973	6.7
974	6.7
975	6.7
976	6.7
977	6.7
978	6.7
979	6.7
980	6.7
981	6.7
982	6.7
983	6.7
984	6.7
985	6.7
986	6.7
987	6.7
988	6.7
989	6.7
990	6.7
991	6.7
992	6.7
993	6.7
994	6.7
995	6.7
996	6.7
997	6.7
998	6.7
999	6.7
1000	6.7
1001	6.7
1002	6.7
1003	6.7
1004	6.7
1005	6.7
1006	6.7
1007	6.7
1008	6.7
1009	6.7
1010	6.7
1011	6.7
1012	6.7
1013	6.7
1014	6.7
1015	6.8
1016	6.8
1017	6.8
1018	6.8
1019	6.8
1020	6.8
1021	6.8
1022	6.8
1023	6.8
1024	6.8
1025	6.8
1026	6.8
1027	6.8
1028	6.8
1029	6.8
1030	6.8
1031	6.8
1032	6.8
1033	6.8
1034	6.8
1035	6.8
1036	6.8
1037	6.8
1038	6.8
1039	6.8
1040	6.9
1041	6.9
1042	6.8
1043	6.8
1044	6.9
1045	6.9
1046	6.9
1047	6.9
1048	6.9
1049	6.9
1050	6.9
1051	6.9
1052	6.9
1053	6.9
1054	6.9
1055	6.9
1056	6.9
1057	6.9
1058	6.9
1059	6.9
1060	6.9
1061	6.9
1062	6.9
1063	6.9
1064	6.9
1065	6.9
1066	6.9
1067	6.9
1068	6.9
1069	7
1070	7
1071	7
1072	7
1073	7
1074	7
1075	7
1076	7
1077	7
1078	7
1079	7
1080	7
1081	7
1082	7
1083	7
1084	7
1085	7
1086	7
1087	7
1088	7
1089	7
1090	7
1091	7
1092	7
1093	7
1094	7
1095	7
1096	7.1
1097	7.1
1098	7
1099	7.1
1100	7.1
1101	7.1
1102	7.1
1103	7.1
1104	7.1
1105	7.1
1106	7.1
1107	7.1
1108	7.1
1109	7.1
1110	7.1
1111	7.1
1112	7.1
1113	7.1
1114	7.1
1115	7.1
1116	7.1
1117	7.1
1118	7.1
1119	7.1
1120	7.1
1121	7.1
1122	7.1
1123	7.1
1124	7.2
1125	7.2
1126	7.2
1127	7.2
1128	7.2
